Orthogroup	G_intestinalis_aa	G_muris_aa	S_salmonicida_aa
OG0005451		GMRT_12226	
OG0005452		GMRT_21473	
OG0005453		GMRT_10763	
OG0005454		GMRT_10754	
OG0005455		GMRT_10745	
OG0005456		GMRT_10744	
OG0005457		GMRT_10739	
OG0005458		GMRT_10732	
OG0005459		GMRT_10730	
OG0005460		GMRT_jh015	
OG0005461		GMRT_13689	
OG0005462		GMRT_13682	
OG0005463		GMRT_15371	
OG0005464		GMRT_15372	
OG0005465		GMRT_15375	
OG0005466		GMRT_jh002	
OG0005467		GMRT_16142	
OG0005468		GMRT_16143	
OG0005469		GMRT_16151	
OG0005470		GMRT_aa001	
OG0005471		GMRT_10043	
OG0005472		GMRT_10039	
OG0005473		GMRT_10036	
OG0005474		GMRT_10033	
OG0005475		GMRT_10031	
OG0005476		GMRT_10026	
OG0005477		GMRT_10023	
OG0005478		GMRT_10011	
OG0005479		GMRT_15152	
OG0005480		GMRT_21723	
OG0005481		GMRT_jh039	
OG0005482		GMRT_15189	
OG0005483		GMRT_15200	
OG0005484		GMRT_15204	
OG0005485		GMRT_15226	
OG0005486		GMRT_15253	
OG0005487		GMRT_15260	
OG0005488		GMRT_15262	
OG0005489		GMRT_14344	
OG0005490		GMRT_14356	
OG0005491		GMRT_14364	
OG0005492		GMRT_14380	
OG0005493		GMRT_14383	
OG0005494		GMRT_14384	
OG0005495		GMRT_14386	
OG0005496		GMRT_14395	
OG0005497		GMRT_fx025	
OG0005498		GMRT_14402	
OG0005499		GMRT_14461	
OG0005500		GMRT_11419	
OG0005501		GMRT_11420	
OG0005502		GMRT_11435	
OG0005503		GMRT_11245	
OG0005504		GMRT_fx021	
OG0005505		GMRT_14120	
OG0005506		GMRT_14121	
OG0005507		GMRT_14123	
OG0005508		GMRT_14126	
OG0005509		GMRT_12323	
OG0005510		GMRT_12324	
OG0005511		GMRT_12512	
OG0005512		GMRT_12513	
OG0005513		GMRT_12545	
OG0005514		GMRT_12552	
OG0005515		GMRT_12567	
OG0005516		GMRT_12574	
OG0005517		GMRT_12576	
OG0005518		GMRT_12581	
OG0005519		GMRT_12590	
OG0005520		GMRT_12604	
OG0005521		GMRT_12606	
OG0005522		GMRT_12612	
OG0005523		GMRT_12615	
OG0005524		GMRT_12619	
OG0005525		GMRT_12622	
OG0005526		GMRT_11898	
OG0005527		GMRT_11902	
OG0005528		GMRT_11912	
OG0005529		GMRT_jh026	
OG0005530		GMRT_11920	
OG0005531		GMRT_12732	
OG0005532		GMRT_12741	
OG0005533		GMRT_12750	
OG0005534		GMRT_12753	
OG0005535		GMRT_12762	
OG0005536		GMRT_10869	
OG0005537		GMRT_10870	
OG0005538		GMRT_10889	
OG0005539		GMRT_10903	
OG0005540		GMRT_13202	
OG0005541		GMRT_13207	
OG0005542		GMRT_13210	
OG0005543		GMRT_13217	
OG0005544		GMRT_13221	
OG0005545		GMRT_13230	
OG0005546		GMRT_13233	
OG0005547		GMRT_13795	
OG0005548		GMRT_13791	
OG0005549		GMRT_13786	
OG0005550		GMRT_13782	
OG0005551		GMRT_13779	
OG0005552		GMRT_15648	
OG0005553		GMRT_15647	
OG0005554		GMRT_15645	
OG0005555		GMRT_15643	
OG0005556		GMRT_15639	
OG0005557		GMRT_15635	
OG0005558		GMRT_15626	
OG0005559		GMRT_15612	
OG0005560		GMRT_15609	
OG0005561		GMRT_15600	
OG0005562		GMRT_15588	
OG0005563		GMRT_15575	
OG0005564		GMRT_15573	
OG0005565		GMRT_15565	
OG0005566		GMRT_15562	
OG0005567		GMRT_15551	
OG0005568		GMRT_15544	
OG0005569		GMRT_fx010	
OG0005570		GMRT_15320	
OG0005571		GMRT_15321	
OG0005572		GMRT_15332	
OG0005573		GMRT_15338	
OG0005574		GMRT_15339	
OG0005575		GMRT_15340	
OG0005576		GMRT_11131	
OG0005577		GMRT_11119	
OG0005578		GMRT_11109	
OG0005579		GMRT_10714	
OG0005580		GMRT_10717	
OG0005581		GMRT_10721	
OG0005582		GMRT_10728	
OG0005583		GMRT_11841	
OG0005584		GMRT_11840	
OG0005585		GMRT_22663	
OG0005586		GMRT_11817	
OG0005587		GMRT_22704	
OG0005588		GMRT_14560	
OG0005589		GMRT_14548	
OG0005590		GMRT_14544	
OG0005591		GMRT_14541	
OG0005592		GMRT_14539	
OG0005593		GMRT_14527	
OG0005594		GMRT_12941	
OG0005595		GMRT_11753	
OG0005596		GMRT_11763	
OG0005597		GMRT_11765	
OG0005598		GMRT_11780	
OG0005599		GMRT_jh003	
OG0005600		GMRT_15782	
OG0005601		GMRT_jh004	
OG0005602		GMRT_jh005	
OG0005603		GMRT_15793	
OG0005604		GMRT_15807	
OG0005605		GMRT_22856	
OG0005606		GMRT_14941	
OG0005607		GMRT_14946	
OG0005608		GMRT_14965	
OG0005609		GMRT_14171	
OG0005610		GMRT_14170	
OG0005611		GMRT_11955	
OG0005612		GMRT_11956	
OG0005613		GMRT_11960	
OG0005614		GMRT_11969	
OG0005615		GMRT_11973	
OG0005616		GMRT_11266	
OG0005617		GMRT_11267	
OG0005618		GMRT_11279	
OG0005619		GMRT_11281	
OG0005620		GMRT_23013	
OG0005621		GMRT_12487	
OG0005622		GMRT_12458	
OG0005623		GMRT_23069	
OG0005624		GMRT_23070	
OG0005625		GMRT_10806	
OG0005626		GMRT_10814	
OG0005627		GMRT_10835	
OG0005628		GMRT_14409	
OG0005629		GMRT_14411	
OG0005630		GMRT_14425	
OG0005631		GMRT_12881	
OG0005632		GMRT_23227	
OG0005633		GMRT_23232	
OG0005634		GMRT_23237	
OG0005635		GMRT_23240	
OG0005636		GMRT_16228	
OG0005637		GMRT_23274	
OG0005638		GMRT_12073	
OG0005639		GMRT_12054	
OG0005640		GMRT_14937	
OG0005641		GMRT_14932	
OG0005642		GMRT_14931	
OG0005643		GMRT_14927	
OG0005644		GMRT_14922	
OG0005645		GMRT_14921	
OG0005646		GMRT_14911	
OG0005647		GMRT_10131	
OG0005648		GMRT_12177	
OG0005649		GMRT_12197	
OG0005650		GMRT_12198	
OG0005651		GMRT_12204	
OG0005652		GMRT_12642	
OG0005653		GMRT_12673	
OG0005654		GMRT_12676	
OG0005655		GMRT_12677	
OG0005656		GMRT_12679	
OG0005657		GMRT_12680	
OG0005658		GMRT_fx009	
OG0005659		GMRT_15288	
OG0005660		GMRT_15290	
OG0005661		GMRT_15291	
OG0005662		GMRT_16088	
OG0005663		GMRT_16087	
OG0005664		GMRT_12506	
OG0005665		GMRT_10080	
OG0005666		GMRT_13508	
OG0005667		GMRT_13507	
OG0005668		GMRT_13501	
OG0005669		GMRT_13495	
OG0005670		GMRT_13485	
OG0005671		GMRT_11709	
OG0005672		GMRT_11716	
OG0005673		GMRT_11723	
OG0005674		GMRT_10194	
OG0005675		GMRT_10192	
OG0005676		GMRT_10176	
OG0005677		GMRT_10174	
OG0005678		GMRT_10172	
OG0005679		GMRT_10151	
OG0005680		GMRT_14974	
OG0005681		GMRT_10609	
OG0005682		GMRT_10576	
OG0005683		GMRT_10571	
OG0005684		GMRT_10570	
OG0005685		GMRT_10568	
OG0005686		GMRT_10560	
OG0005687		GMRT_10549	
OG0005688		GMRT_12112	
OG0005689		GMRT_12125	
OG0005690		GMRT_12131	
OG0005691		GMRT_15060	
OG0005692		GMRT_15074	
OG0005693		GMRT_15077	
OG0005694		GMRT_15091	
OG0005695		GMRT_15092	
OG0005696		GMRT_15097	
OG0005697		GMRT_15102	
OG0005698		GMRT_15103	
OG0005699		GMRT_14885	
OG0005700		GMRT_14888	
OG0005701		GMRT_14892	
OG0005702		GMRT_14897	
OG0005703		GMRT_14898	
OG0005704		GMRT_14904	
OG0005705		GMRT_ee003	
OG0005706		GMRT_14649	
OG0005707		GMRT_12093	
OG0005708		GMRT_fx023	
OG0005709		GMRT_14151	
OG0005710		GMRT_14147	
OG0005711		GMRT_24073	
OG0005712		GMRT_10053	
OG0005713		GMRT_10060	
OG0005714		GMRT_10061	
OG0005715		GMRT_12825	
OG0005716		GMRT_12823	
OG0005717		GMRT_12809	
OG0005718		GMRT_12800	
OG0005719		GMRT_11058	
OG0005720		GMRT_11057	
OG0005721		GMRT_11052	
OG0005722		GMRT_24168	
OG0005723		GMRT_11026	
OG0005724		GMRT_11023	
OG0005725		GMRT_14047	
OG0005726		GMRT_14043	
OG0005727		GMRT_14042	
OG0005728		GMRT_12425	
OG0005729		GMRT_12424	
OG0005730		GMRT_24240	
OG0005731		GMRT_12417	
OG0005732		GMRT_12411	
OG0005733		GMRT_12406	
OG0005734		GMRT_12399	
OG0005735		GMRT_12391	
OG0005736		GMRT_12389	
OG0005737		GMRT_12384	
OG0005738		GMRT_12383	
OG0005739		GMRT_12372	
OG0005740		GMRT_12364	
OG0005741		GMRT_24297	
OG0005742		GMRT_12354	
OG0005743		GMRT_24308	
OG0005744		GMRT_11509	
OG0005745		GMRT_13832	
OG0005746		GMRT_13835	
OG0005747		GMRT_13849	
OG0005748		GMRT_13855	
OG0005749		GMRT_13872	
OG0005750		GMRT_jh014	
OG0005751		GMRT_24412	
OG0005752		GMRT_13632	
OG0005753		GMRT_15927	
OG0005754		GMRT_10089	
OG0005755		GMRT_10093	
OG0005756		GMRT_24471	
OG0005757		GMRT_14842	
OG0005758		GMRT_24487	
OG0005759		GMRT_14854	
OG0005760		GMRT_14859	
OG0005761		GMRT_24496	
OG0005762		GMRT_24499	
OG0005763		GMRT_13295	
OG0005764		GMRT_13307	
OG0005765		GMRT_13323	
OG0005766		GMRT_13326	
OG0005767		GMRT_jh018	
OG0005768		GMRT_13365	
OG0005769		GMRT_13366	
OG0005770		GMRT_fx007	
OG0005771		GMRT_fx008	
OG0005772		GMRT_14680	
OG0005773		GMRT_14673	
OG0005774		GMRT_14670	
OG0005775		GMRT_10350	
OG0005776		GMRT_10506	
OG0005777		GMRT_10489	
OG0005778		GMRT_10476	
OG0005779		GMRT_24854	
OG0005780		GMRT_16377	
OG0005781		GMRT_16387	
OG0005782		GMRT_16392	
OG0005783		GMRT_15832	
OG0005784		GMRT_15839	
OG0005785		GMRT_15841	
OG0005786		GMRT_15843	
OG0005787		GMRT_11327	
OG0005788		GMRT_11326	
OG0005789		GMRT_11325	
OG0005790		GMRT_11324	
OG0005791		GMRT_11322	
OG0005792		GMRT_11321	
OG0005793		GMRT_11319	
OG0005794		GMRT_13161	
OG0005795		GMRT_25047	
OG0005796		GMRT_25048	
OG0005797		GMRT_25268	
OG0005798			SS50377_20017
OG0005799			SS50377_20022
OG0005800			SS50377_20024
OG0005801			SS50377_20026
OG0005802			SS50377_20027
OG0005803			SS50377_20031
OG0005804			SS50377_20033
OG0005805			SS50377_20034
OG0005806			SS50377_20036
OG0005807			SS50377_20044
OG0005808			SS50377_20046
OG0005809			SS50377_20047
OG0005810			SS50377_20048
OG0005811			SS50377_20051
OG0005812			SS50377_20052
OG0005813			SS50377_20054
OG0005814			SS50377_20056
OG0005815			SS50377_20058
OG0005816			SS50377_20060
OG0005817			SS50377_20061
OG0005818			SS50377_20063
OG0005819			SS50377_20064
OG0005820			SS50377_20065
OG0005821			SS50377_20069
OG0005822			SS50377_20073
OG0005823			SS50377_20075
OG0005824			SS50377_20076
OG0005825			SS50377_20078
OG0005826			SS50377_20080
OG0005827			SS50377_20082
OG0005828			SS50377_20083
OG0005829			SS50377_20085
OG0005830			SS50377_20086
OG0005831			SS50377_20087
OG0005832			SS50377_20093
OG0005833			SS50377_20095
OG0005834			SS50377_20096
OG0005835			SS50377_20097
OG0005836			SS50377_20098
OG0005837			SS50377_20100
OG0005838			SS50377_20101
OG0005839			SS50377_20102
OG0005840			SS50377_20103
OG0005841			SS50377_20107
OG0005842			SS50377_20110
OG0005843			SS50377_20112
OG0005844			SS50377_20113
OG0005845			SS50377_20118
OG0005846			SS50377_20119
OG0005847			SS50377_20120
OG0005848			SS50377_20121
OG0005849			SS50377_20122
OG0005850			SS50377_20123
OG0005851			SS50377_20126
OG0005852			SS50377_20127
OG0005853			SS50377_20128
OG0005854			SS50377_20129
OG0005855			SS50377_20130
OG0005856			SS50377_20133
OG0005857			SS50377_20134
OG0005858			SS50377_20135
OG0005859			SS50377_20136
OG0005860			SS50377_20138
OG0005861			SS50377_20139
OG0005862			SS50377_20142
OG0005863			SS50377_20143
OG0005864			SS50377_20144
OG0005865			SS50377_20145
OG0005866			SS50377_20146
OG0005867			SS50377_20147
OG0005868			SS50377_20148
OG0005869			SS50377_20149
OG0005870			SS50377_20150
OG0005871			SS50377_20151
OG0005872			SS50377_20152
OG0005873			SS50377_20157
OG0005874			SS50377_20158
OG0005875			SS50377_20159
OG0005876			SS50377_20160
OG0005877			SS50377_20164
OG0005878			SS50377_20165
OG0005879			SS50377_20166
OG0005880			SS50377_20168
OG0005881			SS50377_20170
OG0005882			SS50377_20171
OG0005883			SS50377_20172
OG0005884			SS50377_20173
OG0005885			SS50377_20174
OG0005886			SS50377_20175
OG0005887			SS50377_20176
OG0005888			SS50377_20181
OG0005889			SS50377_20183
OG0005890			SS50377_20184
OG0005891			SS50377_20185
OG0005892			SS50377_20187
OG0005893			SS50377_20188
OG0005894			SS50377_20189
OG0005895			SS50377_20190
OG0005896			SS50377_20191
OG0005897			SS50377_20192
OG0005898			SS50377_20195
OG0005899			SS50377_20200
OG0005900			SS50377_20201
OG0005901			SS50377_20206
OG0005902			SS50377_20207
OG0005903			SS50377_20208
OG0005904			SS50377_20211
OG0005905			SS50377_20212
OG0005906			SS50377_20215
OG0005907			SS50377_20216
OG0005908			SS50377_20219
OG0005909			SS50377_20222
OG0005910			SS50377_20224
OG0005911			SS50377_20226
OG0005912			SS50377_20228
OG0005913			SS50377_20230
OG0005914			SS50377_20232
OG0005915			SS50377_20233
OG0005916			SS50377_20236
OG0005917			SS50377_20237
OG0005918			SS50377_20238
OG0005919			SS50377_20240
OG0005920			SS50377_20243
OG0005921			SS50377_20244
OG0005922			SS50377_20245
OG0005923			SS50377_20246
OG0005924			SS50377_20247
OG0005925			SS50377_20248
OG0005926			SS50377_20249
OG0005927			SS50377_20250
OG0005928			SS50377_20251
OG0005929			SS50377_20253
OG0005930			SS50377_20254
OG0005931			SS50377_20258
OG0005932			SS50377_20259
OG0005933			SS50377_20260
OG0005934			SS50377_20261
OG0005935			SS50377_20265
OG0005936			SS50377_20268
OG0005937			SS50377_20269
OG0005938			SS50377_20270
OG0005939			SS50377_20272
OG0005940			SS50377_20274
OG0005941			SS50377_20275
OG0005942			SS50377_20278
OG0005943			SS50377_20279
OG0005944			SS50377_20280
OG0005945			SS50377_20285
OG0005946			SS50377_20286
OG0005947			SS50377_20287
OG0005948			SS50377_20288
OG0005949			SS50377_20289
OG0005950			SS50377_20290
OG0005951			SS50377_20293
OG0005952			SS50377_20294
OG0005953			SS50377_20295
OG0005954			SS50377_20297
OG0005955			SS50377_20298
OG0005956			SS50377_20299
OG0005957			SS50377_20300
OG0005958			SS50377_20301
OG0005959			SS50377_20306
OG0005960			SS50377_20313
OG0005961			SS50377_20316
OG0005962			SS50377_20320
OG0005963			SS50377_20325
OG0005964			SS50377_20332
OG0005965			SS50377_20333
OG0005966			SS50377_20336
OG0005967			SS50377_20339
OG0005968			SS50377_20340
OG0005969			SS50377_20342
OG0005970			SS50377_20343
OG0005971			SS50377_20345
OG0005972			SS50377_20346
OG0005973			SS50377_20347
OG0005974			SS50377_20350
OG0005975			SS50377_20351
OG0005976			SS50377_20358
OG0005977			SS50377_20359
OG0005978			SS50377_20361
OG0005979			SS50377_20364
OG0005980			SS50377_20365
OG0005981			SS50377_20366
OG0005982			SS50377_20368
OG0005983			SS50377_20370
OG0005984			SS50377_20371
OG0005985			SS50377_20372
OG0005986			SS50377_20373
OG0005987			SS50377_20374
OG0005988			SS50377_20375
OG0005989			SS50377_20376
OG0005990			SS50377_20378
OG0005991			SS50377_20379
OG0005992			SS50377_20384
OG0005993			SS50377_20391
OG0005994			SS50377_20395
OG0005995			SS50377_20396
OG0005996			SS50377_20397
OG0005997			SS50377_20399
OG0005998			SS50377_20400
OG0005999			SS50377_20402
OG0006000			SS50377_20407
OG0006001			SS50377_20408
OG0006002			SS50377_20409
OG0006003			SS50377_20413
OG0006004			SS50377_20415
OG0006005			SS50377_20417
OG0006006			SS50377_20418
OG0006007			SS50377_20420
OG0006008			SS50377_20424
OG0006009			SS50377_20425
OG0006010			SS50377_20426
OG0006011			SS50377_20430
OG0006012			SS50377_20431
OG0006013			SS50377_20432
OG0006014			SS50377_20440
OG0006015			SS50377_20441
OG0006016			SS50377_20449
OG0006017			SS50377_20451
OG0006018			SS50377_20452
OG0006019			SS50377_20454
OG0006020			SS50377_20455
OG0006021			SS50377_20457
OG0006022			SS50377_20458
OG0006023			SS50377_20459
OG0006024			SS50377_20460
OG0006025			SS50377_20466
OG0006026			SS50377_20467
OG0006027			SS50377_20468
OG0006028			SS50377_20469
OG0006029			SS50377_20471
OG0006030			SS50377_20472
OG0006031			SS50377_20473
OG0006032			SS50377_20485
OG0006033			SS50377_20498
OG0006034			SS50377_20499
OG0006035			SS50377_20500
OG0006036			SS50377_20501
OG0006037			SS50377_20502
OG0006038			SS50377_20503
OG0006039			SS50377_20504
OG0006040			SS50377_20505
OG0006041			SS50377_20508
OG0006042			SS50377_20510
OG0006043			SS50377_20515
OG0006044			SS50377_20516
OG0006045			SS50377_20517
OG0006046			SS50377_20519
OG0006047			SS50377_20520
OG0006048			SS50377_20521
OG0006049			SS50377_20522
OG0006050			SS50377_20527
OG0006051			SS50377_20528
OG0006052			SS50377_20529
OG0006053			SS50377_20531
OG0006054			SS50377_20535
OG0006055			SS50377_20545
OG0006056			SS50377_20548
OG0006057			SS50377_20549
OG0006058			SS50377_20554
OG0006059			SS50377_20564
OG0006060			SS50377_20565
OG0006061			SS50377_20566
OG0006062			SS50377_20569
OG0006063			SS50377_20570
OG0006064			SS50377_20576
OG0006065			SS50377_20577
OG0006066			SS50377_20578
OG0006067			SS50377_20579
OG0006068			SS50377_20580
OG0006069			SS50377_20581
OG0006070			SS50377_20601
OG0006071			SS50377_20604
OG0006072			SS50377_20605
OG0006073			SS50377_20608
OG0006074			SS50377_20610
OG0006075			SS50377_20611
OG0006076			SS50377_20612
OG0006077			SS50377_20614
OG0006078			SS50377_20615
OG0006079			SS50377_20617
OG0006080			SS50377_20619
OG0006081			SS50377_20631
OG0006082			SS50377_20638
OG0006083			SS50377_20647
OG0006084			SS50377_20648
OG0006085			SS50377_20650
OG0006086			SS50377_20652
OG0006087			SS50377_20653
OG0006088			SS50377_20654
OG0006089			SS50377_20655
OG0006090			SS50377_20656
OG0006091			SS50377_20659
OG0006092			SS50377_20661
OG0006093			SS50377_20662
OG0006094			SS50377_20664
OG0006095			SS50377_20665
OG0006096			SS50377_20674
OG0006097			SS50377_20675
OG0006098			SS50377_20676
OG0006099			SS50377_20680
OG0006100			SS50377_20681
OG0006101			SS50377_20684
OG0006102			SS50377_20686
OG0006103			SS50377_20687
OG0006104			SS50377_20688
OG0006105			SS50377_20689
OG0006106			SS50377_20693
OG0006107			SS50377_20694
OG0006108			SS50377_20701
OG0006109			SS50377_20704
OG0006110			SS50377_20712
OG0006111			SS50377_20713
OG0006112			SS50377_20715
OG0006113			SS50377_20729
OG0006114			SS50377_20730
OG0006115			SS50377_20731
OG0006116			SS50377_20745
OG0006117			SS50377_20755
OG0006118			SS50377_20756
OG0006119			SS50377_20761
OG0006120			SS50377_20762
OG0006121			SS50377_20764
OG0006122			SS50377_20766
OG0006123			SS50377_20768
OG0006124			SS50377_20769
OG0006125			SS50377_20770
OG0006126			SS50377_20771
OG0006127			SS50377_20772
OG0006128			SS50377_20773
OG0006129			SS50377_20774
OG0006130			SS50377_20775
OG0006131			SS50377_20776
OG0006132			SS50377_20778
OG0006133			SS50377_20779
OG0006134			SS50377_20781
OG0006135			SS50377_20782
OG0006136			SS50377_20783
OG0006137			SS50377_20784
OG0006138			SS50377_20785
OG0006139			SS50377_20786
OG0006140			SS50377_20788
OG0006141			SS50377_20790
OG0006142			SS50377_20791
OG0006143			SS50377_20794
OG0006144			SS50377_20795
OG0006145			SS50377_20798
OG0006146			SS50377_20802
OG0006147			SS50377_20820
OG0006148			SS50377_20822
OG0006149			SS50377_20823
OG0006150			SS50377_20824
OG0006151			SS50377_20842
OG0006152			SS50377_20851
OG0006153			SS50377_20856
OG0006154			SS50377_20864
OG0006155			SS50377_20869
OG0006156			SS50377_20870
OG0006157			SS50377_20872
OG0006158			SS50377_20874
OG0006159			SS50377_20875
OG0006160			SS50377_20876
OG0006161			SS50377_20882
OG0006162			SS50377_20886
OG0006163			SS50377_20887
OG0006164			SS50377_20889
OG0006165			SS50377_20890
OG0006166			SS50377_20891
OG0006167			SS50377_20892
OG0006168			SS50377_20895
OG0006169			SS50377_20897
OG0006170			SS50377_20898
OG0006171			SS50377_20899
OG0006172			SS50377_20900
OG0006173			SS50377_20901
OG0006174			SS50377_20902
OG0006175			SS50377_20903
OG0006176			SS50377_20904
OG0006177			SS50377_20907
OG0006178			SS50377_20909
OG0006179			SS50377_20910
OG0006180			SS50377_20911
OG0006181			SS50377_20912
OG0006182			SS50377_20913
OG0006183			SS50377_20915
OG0006184			SS50377_20916
OG0006185			SS50377_20919
OG0006186			SS50377_20923
OG0006187			SS50377_20926
OG0006188			SS50377_20927
OG0006189			SS50377_20929
OG0006190			SS50377_20931
OG0006191			SS50377_20932
OG0006192			SS50377_20933
OG0006193			SS50377_20943
OG0006194			SS50377_20944
OG0006195			SS50377_20945
OG0006196			SS50377_20946
OG0006197			SS50377_20947
OG0006198			SS50377_20948
OG0006199			SS50377_20949
OG0006200			SS50377_20951
OG0006201			SS50377_20952
OG0006202			SS50377_20954
OG0006203			SS50377_20955
OG0006204			SS50377_20957
OG0006205			SS50377_20959
OG0006206			SS50377_20960
OG0006207			SS50377_20961
OG0006208			SS50377_20964
OG0006209			SS50377_20965
OG0006210			SS50377_20968
OG0006211			SS50377_20969
OG0006212			SS50377_20970
OG0006213			SS50377_20972
OG0006214			SS50377_20974
OG0006215			SS50377_20981
OG0006216			SS50377_20986
OG0006217			SS50377_20987
OG0006218			SS50377_20990
OG0006219			SS50377_20991
OG0006220			SS50377_20993
OG0006221			SS50377_20994
OG0006222			SS50377_20996
OG0006223			SS50377_20998
OG0006224			SS50377_21000
OG0006225			SS50377_21001
OG0006226			SS50377_21003
OG0006227			SS50377_21004
OG0006228			SS50377_21005
OG0006229			SS50377_21006
OG0006230			SS50377_21009
OG0006231			SS50377_21012
OG0006232			SS50377_21017
OG0006233			SS50377_21019
OG0006234			SS50377_21021
OG0006235			SS50377_21022
OG0006236			SS50377_21024
OG0006237			SS50377_21026
OG0006238			SS50377_21027
OG0006239			SS50377_21028
OG0006240			SS50377_21029
OG0006241			SS50377_21034
OG0006242			SS50377_21035
OG0006243			SS50377_21036
OG0006244			SS50377_21038
OG0006245			SS50377_21040
OG0006246			SS50377_21041
OG0006247			SS50377_21043
OG0006248			SS50377_21045
OG0006249			SS50377_21047
OG0006250			SS50377_21048
OG0006251			SS50377_21051
OG0006252			SS50377_21052
OG0006253			SS50377_21053
OG0006254			SS50377_21054
OG0006255			SS50377_21055
OG0006256			SS50377_21056
OG0006257			SS50377_21057
OG0006258			SS50377_21058
OG0006259			SS50377_21060
OG0006260			SS50377_21061
OG0006261			SS50377_21063
OG0006262			SS50377_21066
OG0006263			SS50377_21067
OG0006264			SS50377_21069
OG0006265			SS50377_21070
OG0006266			SS50377_21077
OG0006267			SS50377_21078
OG0006268			SS50377_21080
OG0006269			SS50377_21083
OG0006270			SS50377_21084
OG0006271			SS50377_21087
OG0006272			SS50377_21088
OG0006273			SS50377_21089
OG0006274			SS50377_21092
OG0006275			SS50377_21093
OG0006276			SS50377_21096
OG0006277			SS50377_21097
OG0006278			SS50377_21098
OG0006279			SS50377_21101
OG0006280			SS50377_21102
OG0006281			SS50377_21103
OG0006282			SS50377_21105
OG0006283			SS50377_21106
OG0006284			SS50377_21110
OG0006285			SS50377_21114
OG0006286			SS50377_21116
OG0006287			SS50377_21118
OG0006288			SS50377_21120
OG0006289			SS50377_21126
OG0006290			SS50377_21128
OG0006291			SS50377_21129
OG0006292			SS50377_21130
OG0006293			SS50377_21132
OG0006294			SS50377_21133
OG0006295			SS50377_21135
OG0006296			SS50377_21137
OG0006297			SS50377_21139
OG0006298			SS50377_21140
OG0006299			SS50377_21141
OG0006300			SS50377_21142
OG0006301			SS50377_21143
OG0006302			SS50377_21144
OG0006303			SS50377_21148
OG0006304			SS50377_21149
OG0006305			SS50377_21151
OG0006306			SS50377_21153
OG0006307			SS50377_21154
OG0006308			SS50377_21156
OG0006309			SS50377_21159
OG0006310			SS50377_21160
OG0006311			SS50377_21161
OG0006312			SS50377_21162
OG0006313			SS50377_21163
OG0006314			SS50377_21164
OG0006315			SS50377_21165
OG0006316			SS50377_21166
OG0006317			SS50377_21167
OG0006318			SS50377_21168
OG0006319			SS50377_21170
OG0006320			SS50377_21174
OG0006321			SS50377_21177
OG0006322			SS50377_21179
OG0006323			SS50377_21180
OG0006324			SS50377_21181
OG0006325			SS50377_21183
OG0006326			SS50377_21184
OG0006327			SS50377_21185
OG0006328			SS50377_21189
OG0006329			SS50377_21190
OG0006330			SS50377_21192
OG0006331			SS50377_21197
OG0006332			SS50377_21198
OG0006333			SS50377_21199
OG0006334			SS50377_21200
OG0006335			SS50377_21207
OG0006336			SS50377_21208
OG0006337			SS50377_21209
OG0006338			SS50377_21211
OG0006339			SS50377_21215
OG0006340			SS50377_21217
OG0006341			SS50377_21222
OG0006342			SS50377_21224
OG0006343			SS50377_21226
OG0006344			SS50377_21229
OG0006345			SS50377_21230
OG0006346			SS50377_21233
OG0006347			SS50377_21234
OG0006348			SS50377_21236
OG0006349			SS50377_21237
OG0006350			SS50377_21238
OG0006351			SS50377_21239
OG0006352			SS50377_21240
OG0006353			SS50377_21241
OG0006354			SS50377_21246
OG0006355			SS50377_21248
OG0006356			SS50377_21250
OG0006357			SS50377_21252
OG0006358			SS50377_21254
OG0006359			SS50377_21255
OG0006360			SS50377_21256
OG0006361			SS50377_21257
OG0006362			SS50377_21260
OG0006363			SS50377_21261
OG0006364			SS50377_21262
OG0006365			SS50377_21263
OG0006366			SS50377_21264
OG0006367			SS50377_21265
OG0006368			SS50377_21268
OG0006369			SS50377_21272
OG0006370			SS50377_21274
OG0006371			SS50377_21275
OG0006372			SS50377_21276
OG0006373			SS50377_21277
OG0006374			SS50377_21278
OG0006375			SS50377_21279
OG0006376			SS50377_21280
OG0006377			SS50377_21302
OG0006378			SS50377_21321
OG0006379			SS50377_21350
OG0006380			SS50377_21362
OG0006381			SS50377_21366
OG0006382			SS50377_21372
OG0006383			SS50377_21373
OG0006384			SS50377_21375
OG0006385			SS50377_21376
OG0006386			SS50377_21379
OG0006387			SS50377_21388
OG0006388			SS50377_21391
OG0006389			SS50377_21392
OG0006390			SS50377_21393
OG0006391			SS50377_21395
OG0006392			SS50377_21405
OG0006393			SS50377_21406
OG0006394			SS50377_21407
OG0006395			SS50377_21408
OG0006396			SS50377_21409
OG0006397			SS50377_21410
OG0006398			SS50377_21411
OG0006399			SS50377_21412
OG0006400			SS50377_21418
OG0006401			SS50377_21420
OG0006402			SS50377_21430
OG0006403			SS50377_21432
OG0006404			SS50377_21444
OG0006405			SS50377_21461
OG0006406			SS50377_21474
OG0006407			SS50377_21482
OG0006408			SS50377_21483
OG0006409			SS50377_21494
OG0006410			SS50377_21496
OG0006411			SS50377_21497
OG0006412			SS50377_21498
OG0006413			SS50377_21500
OG0006414			SS50377_21501
OG0006415			SS50377_21503
OG0006416			SS50377_21504
OG0006417			SS50377_21505
OG0006418			SS50377_21510
OG0006419			SS50377_21521
OG0006420			SS50377_21527
OG0006421			SS50377_21536
