Orthogroup	G_intestinalis_aa	G_muris_aa	S_salmonicida_aa
OG0005394		TNJ27033.1	
OG0005395		TNJ27046.1	
OG0005396		TNJ27059.1	
OG0005397		TNJ27060.1	
OG0005398		TNJ27064.1	
OG0005399		TNJ27068.1	
OG0005400		TNJ27076.1	
OG0005401		TNJ27082.1	
OG0005402		TNJ27083.1	
OG0005403		TNJ27095.1	
OG0005404		TNJ27097.1	
OG0005405		TNJ27111.1	
OG0005406		TNJ27120.1	
OG0005407		TNJ27153.1	
OG0005408		TNJ27154.1	
OG0005409		TNJ27159.1	
OG0005410		TNJ27160.1	
OG0005411		TNJ27185.1	
OG0005412		TNJ27188.1	
OG0005413		TNJ27194.1	
OG0005414		TNJ27198.1	
OG0005415		TNJ27199.1	
OG0005416		TNJ27217.1	
OG0005417		TNJ27218.1	
OG0005418		TNJ27224.1	
OG0005419		TNJ27226.1	
OG0005420		TNJ27232.1	
OG0005421		TNJ27237.1	
OG0005422		TNJ27244.1	
OG0005423		TNJ27252.1	
OG0005424		TNJ27254.1	
OG0005425		TNJ27255.1	
OG0005426		TNJ27259.1	
OG0005427		TNJ27260.1	
OG0005428		TNJ27271.1	
OG0005429		TNJ27279.1	
OG0005430		TNJ27280.1	
OG0005431		TNJ27290.1	
OG0005432		TNJ27291.1	
OG0005433		TNJ27306.1	
OG0005434		TNJ27323.1	
OG0005435		TNJ27326.1	
OG0005436		TNJ27340.1	
OG0005437		TNJ27346.1	
OG0005438		TNJ27363.1	
OG0005439		TNJ27364.1	
OG0005440		TNJ27379.1	
OG0005441		TNJ27390.1	
OG0005442		TNJ27391.1	
OG0005443		TNJ27403.1	
OG0005444		TNJ27405.1	
OG0005445		TNJ27433.1	
OG0005446		TNJ27442.1	
OG0005447		TNJ27472.1	
OG0005448		TNJ27484.1	
OG0005449		TNJ27485.1	
OG0005450		TNJ27503.1	
OG0005451		TNJ27511.1	
OG0005452		TNJ27532.1	
OG0005453		TNJ27571.1	
OG0005454		TNJ27573.1	
OG0005455		TNJ27587.1	
OG0005456		TNJ27600.1	
OG0005457		TNJ27633.1	
OG0005458		TNJ27638.1	
OG0005459		TNJ27643.1	
OG0005460		TNJ27646.1	
OG0005461		TNJ27657.1	
OG0005462		TNJ27676.1	
OG0005463		TNJ27685.1	
OG0005464		TNJ27704.1	
OG0005465		TNJ27721.1	
OG0005466		TNJ27726.1	
OG0005467		TNJ27727.1	
OG0005468		TNJ27731.1	
OG0005469		TNJ27736.1	
OG0005470		TNJ27737.1	
OG0005471		TNJ27746.1	
OG0005472		TNJ27781.1	
OG0005473		TNJ27785.1	
OG0005474		TNJ27805.1	
OG0005475		TNJ27806.1	
OG0005476		TNJ27812.1	
OG0005477		TNJ27833.1	
OG0005478		TNJ27865.1	
OG0005479		TNJ27868.1	
OG0005480		TNJ27869.1	
OG0005481		TNJ27871.1	
OG0005482		TNJ27872.1	
OG0005483		TNJ27897.1	
OG0005484		TNJ27899.1	
OG0005485		TNJ27900.1	
OG0005486		TNJ27922.1	
OG0005487		TNJ27923.1	
OG0005488		TNJ27944.1	
OG0005489		TNJ27951.1	
OG0005490		TNJ27979.1	
OG0005491		TNJ27980.1	
OG0005492		TNJ27986.1	
OG0005493		TNJ27992.1	
OG0005494		TNJ28002.1	
OG0005495		TNJ28035.1	
OG0005496		TNJ28039.1	
OG0005497		TNJ28043.1	
OG0005498		TNJ28046.1	
OG0005499		TNJ28049.1	
OG0005500		TNJ28051.1	
OG0005501		TNJ28056.1	
OG0005502		TNJ28059.1	
OG0005503		TNJ28070.1	
OG0005504		TNJ28088.1	
OG0005505		TNJ28108.1	
OG0005506		TNJ28117.1	
OG0005507		TNJ28125.1	
OG0005508		TNJ28136.1	
OG0005509		TNJ28140.1	
OG0005510		TNJ28150.1	
OG0005511		TNJ28177.1	
OG0005512		TNJ28184.1	
OG0005513		TNJ28186.1	
OG0005514		TNJ28192.1	
OG0005515		TNJ28204.1	
OG0005516		TNJ28212.1	
OG0005517		TNJ28228.1	
OG0005518		TNJ28231.1	
OG0005519		TNJ28232.1	
OG0005520		TNJ28234.1	
OG0005521		TNJ28243.1	
OG0005522		TNJ28246.1	
OG0005523		TNJ28251.1	
OG0005524		TNJ28270.1	
OG0005525		TNJ28279.1	
OG0005526		TNJ28280.1	
OG0005527		TNJ28292.1	
OG0005528		TNJ28306.1	
OG0005529		TNJ28327.1	
OG0005530		TNJ28329.1	
OG0005531		TNJ28330.1	
OG0005532		TNJ28332.1	
OG0005533		TNJ28335.1	
OG0005534		TNJ28363.1	
OG0005535		TNJ28364.1	
OG0005536		TNJ28380.1	
OG0005537		TNJ28381.1	
OG0005538		TNJ28413.1	
OG0005539		TNJ28420.1	
OG0005540		TNJ28435.1	
OG0005541		TNJ28442.1	
OG0005542		TNJ28444.1	
OG0005543		TNJ28449.1	
OG0005544		TNJ28458.1	
OG0005545		TNJ28472.1	
OG0005546		TNJ28474.1	
OG0005547		TNJ28480.1	
OG0005548		TNJ28483.1	
OG0005549		TNJ28487.1	
OG0005550		TNJ28490.1	
OG0005551		TNJ28511.1	
OG0005552		TNJ28515.1	
OG0005553		TNJ28525.1	
OG0005554		TNJ28526.1	
OG0005555		TNJ28534.1	
OG0005556		TNJ28568.1	
OG0005557		TNJ28577.1	
OG0005558		TNJ28586.1	
OG0005559		TNJ28589.1	
OG0005560		TNJ28593.1	
OG0005561		TNJ28598.1	
OG0005562		TNJ28607.1	
OG0005563		TNJ28608.1	
OG0005564		TNJ28627.1	
OG0005565		TNJ28637.1	
OG0005566		TNJ28675.1	
OG0005567		TNJ28680.1	
OG0005568		TNJ28683.1	
OG0005569		TNJ28691.1	
OG0005570		TNJ28695.1	
OG0005571		TNJ28704.1	
OG0005572		TNJ28707.1	
OG0005573		TNJ28734.1	
OG0005574		TNJ28738.1	
OG0005575		TNJ28743.1	
OG0005576		TNJ28747.1	
OG0005577		TNJ28750.1	
OG0005578		TNJ28761.1	
OG0005579		TNJ28762.1	
OG0005580		TNJ28764.1	
OG0005581		TNJ28766.1	
OG0005582		TNJ28770.1	
OG0005583		TNJ28774.1	
OG0005584		TNJ28783.1	
OG0005585		TNJ28797.1	
OG0005586		TNJ28800.1	
OG0005587		TNJ28809.1	
OG0005588		TNJ28821.1	
OG0005589		TNJ28833.1	
OG0005590		TNJ28835.1	
OG0005591		TNJ28843.1	
OG0005592		TNJ28846.1	
OG0005593		TNJ28857.1	
OG0005594		TNJ28864.1	
OG0005595		TNJ28898.1	
OG0005596		TNJ28901.1	
OG0005597		TNJ28902.1	
OG0005598		TNJ28913.1	
OG0005599		TNJ28919.1	
OG0005600		TNJ28920.1	
OG0005601		TNJ28921.1	
OG0005602		TNJ28926.1	
OG0005603		TNJ28938.1	
OG0005604		TNJ28948.1	
OG0005605		TNJ28960.1	
OG0005606		TNJ28963.1	
OG0005607		TNJ28967.1	
OG0005608		TNJ28974.1	
OG0005609		TNJ28985.1	
OG0005610		TNJ28986.1	
OG0005611		TNJ28997.1	
OG0005612		TNJ29010.1	
OG0005613		TNJ29036.1	
OG0005614		TNJ29045.1	
OG0005615		TNJ29057.1	
OG0005616		TNJ29062.1	
OG0005617		TNJ29065.1	
OG0005618		TNJ29067.1	
OG0005619		TNJ29079.1	
OG0005620		TNJ29090.1	
OG0005621		TNJ29100.1	
OG0005622		TNJ29110.1	
OG0005623		TNJ29112.1	
OG0005624		TNJ29127.1	
OG0005625		TNJ29135.1	
OG0005626		TNJ29137.1	
OG0005627		TNJ29141.1	
OG0005628		TNJ29148.1	
OG0005629		TNJ29150.1	
OG0005630		TNJ29164.1	
OG0005631		TNJ29169.1	
OG0005632		TNJ29173.1	
OG0005633		TNJ29178.1	
OG0005634		TNJ29198.1	
OG0005635		TNJ29205.1	
OG0005636		TNJ29206.1	
OG0005637		TNJ29212.1	
OG0005638		TNJ29213.1	
OG0005639		TNJ29217.1	
OG0005640		TNJ29226.1	
OG0005641		TNJ29230.1	
OG0005642		TNJ29252.1	
OG0005643		TNJ29254.1	
OG0005644		TNJ29307.1	
OG0005645		TNJ29319.1	
OG0005646		TNJ29339.1	
OG0005647		TNJ29340.1	
OG0005648		TNJ29348.1	
OG0005649		TNJ29349.1	
OG0005650		TNJ29352.1	
OG0005651		TNJ29358.1	
OG0005652		TNJ29363.1	
OG0005653		TNJ29369.1	
OG0005654		TNJ29374.1	
OG0005655		TNJ29375.1	
OG0005656		TNJ29380.1	
OG0005657		TNJ29402.1	
OG0005658		TNJ29425.1	
OG0005659		TNJ29426.1	
OG0005660		TNJ29457.1	
OG0005661		TNJ29458.1	
OG0005662		TNJ29463.1	
OG0005663		TNJ29481.1	
OG0005664		TNJ29504.1	
OG0005665		TNJ29515.1	
OG0005666		TNJ29526.1	
OG0005667		TNJ29528.1	
OG0005668		TNJ29529.1	
OG0005669		TNJ29531.1	
OG0005670		TNJ29540.1	
OG0005671		TNJ29542.1	
OG0005672		TNJ29547.1	
OG0005673		TNJ29552.1	
OG0005674		TNJ29556.1	
OG0005675		TNJ29570.1	
OG0005676		TNJ29591.1	
OG0005677		TNJ29603.1	
OG0005678		TNJ29605.1	
OG0005679		TNJ29624.1	
OG0005680		TNJ29642.1	
OG0005681		TNJ29650.1	
OG0005682		TNJ29655.1	
OG0005683		TNJ29657.1	
OG0005684		TNJ29678.1	
OG0005685		TNJ29687.1	
OG0005686		TNJ29689.1	
OG0005687		TNJ29691.1	
OG0005688		TNJ29701.1	
OG0005689		TNJ29704.1	
OG0005690		TNJ29710.1	
OG0005691		TNJ29721.1	
OG0005692		TNJ29741.1	
OG0005693		TNJ29744.1	
OG0005694		TNJ29761.1	
OG0005695		TNJ29763.1	
OG0005696		TNJ29769.1	
OG0005697		TNJ29777.1	
OG0005698		TNJ29789.1	
OG0005699		TNJ29798.1	
OG0005700		TNJ29810.1	
OG0005701		TNJ29838.1	
OG0005702		TNJ29844.1	
OG0005703		TNJ29847.1	
OG0005704		TNJ29854.1	
OG0005705		TNJ29869.1	
OG0005706		TNJ29886.1	
OG0005707		TNJ29901.1	
OG0005708		TNJ29905.1	
OG0005709		TNJ29908.1	
OG0005710		TNJ29926.1	
OG0005711		TNJ29938.1	
OG0005712		TNJ29944.1	
OG0005713		TNJ29950.1	
OG0005714		TNJ29954.1	
OG0005715		TNJ29956.1	
OG0005716		TNJ29962.1	
OG0005717		TNJ29971.1	
OG0005718		TNJ29988.1	
OG0005719		TNJ30022.1	
OG0005720		TNJ30026.1	
OG0005721		TNJ30030.1	
OG0005722		TNJ30035.1	
OG0005723		TNJ30062.1	
OG0005724		TNJ30075.1	
OG0005725		TNJ30076.1	
OG0005726		TNJ30078.1	
OG0005727		TNJ30081.1	
OG0005728		TNJ30092.1	
OG0005729		TNJ30097.1	
OG0005730		TNJ30100.1	
OG0005731		TNJ30110.1	
OG0005732		TNJ30123.1	
OG0005733		TNJ30126.1	
OG0005734		TNJ30137.1	
OG0005735		TNJ30140.1	
OG0005736		TNJ30161.1	
OG0005737		TNJ30184.1	
OG0005738		TNJ30189.1	
OG0005739		TNJ30196.1	
OG0005740		TNJ30206.1	
OG0005741		TNJ30227.1	
OG0005742		TNJ30244.1	
OG0005743		TNJ30267.1	
OG0005744		TNJ30268.1	
OG0005745		TNJ30275.1	
OG0005746		TNJ30281.1	
OG0005747		TNJ30305.1	
OG0005748		TNJ30331.1	
OG0005749		TNJ30332.1	
OG0005750		TNJ30334.1	
OG0005751		TNJ30340.1	
OG0005752		TNJ30357.1	
OG0005753		TNJ30358.1	
OG0005754		TNJ30360.1	
OG0005755		TNJ30365.1	
OG0005756		TNJ30376.1	
OG0005757		TNJ30388.1	
OG0005758		TNJ30400.1	
OG0005759		TNJ30422.1	
OG0005760		TNJ30423.1	
OG0005761		TNJ30424.1	
OG0005762		TNJ30439.1	
OG0005763		TNJ30443.1	
OG0005764		TNJ30453.1	
OG0005765		TNJ30459.1	
OG0005766		TNJ30461.1	
OG0005767		TNJ30462.1	
OG0005768		TNJ30467.1	
OG0005769		TNJ30502.1	
OG0005770		TNJ30504.1	
OG0005771		TNJ30506.1	
OG0005772		TNJ30521.1	
OG0005773		TNJ30522.1	
OG0005774		TNJ30536.1	
OG0005775		TNJ30541.1	
OG0005776		TNJ30546.1	
OG0005777		TNJ30552.1	
OG0005778		TNJ30553.1	
OG0005779		TNJ30570.1	
OG0005780		TNJ30586.1	
OG0005781		TNJ30595.1	
OG0005782		TNJ30597.1	
OG0005783		TNJ30598.1	
OG0005784		TNJ30600.1	
OG0005785		TNJ30607.1	
OG0005786		TNJ30620.1	
OG0005787		TNJ30632.1	
OG0005788		TNJ30649.1	
OG0005789		TNJ30658.1	
OG0005790		TNJ30667.1	
OG0005791		TNJ30668.1	
OG0005792		TNJ30673.1	
OG0005793		TNJ30680.1	
OG0005794		TNJ30682.1	
OG0005795		TNJ30688.1	
OG0005796		TNJ30694.1	
OG0005797		TNJ30701.1	
OG0005798		TNJ30716.1	
OG0005799		TNJ30724.1	
OG0005800		TNJ30725.1	
OG0005801		TNJ30728.1	
OG0005802		TNJ30731.1	
OG0005803		TNJ30737.1	
OG0005804		TNJ30738.1	
OG0005805		TNJ30746.1	
OG0005806			KAH0569279.1
OG0005807			KAH0569294.1
OG0005808			KAH0569295.1
OG0005809			KAH0569299.1
OG0005810			KAH0569308.1
OG0005811			KAH0569344.1
OG0005812			KAH0569370.1
OG0005813			KAH0569385.1
OG0005814			KAH0569426.1
OG0005815			KAH0569428.1
OG0005816			KAH0569430.1
OG0005817			KAH0569436.1
OG0005818			KAH0569437.1
OG0005819			KAH0569443.1
OG0005820			KAH0569453.1
OG0005821			KAH0569457.1
OG0005822			KAH0569460.1
OG0005823			KAH0569461.1
OG0005824			KAH0569462.1
OG0005825			KAH0569464.1
OG0005826			KAH0569467.1
OG0005827			KAH0569470.1
OG0005828			KAH0569471.1
OG0005829			KAH0569474.1
OG0005830			KAH0569479.1
OG0005831			KAH0569480.1
OG0005832			KAH0569482.1
OG0005833			KAH0569484.1
OG0005834			KAH0569488.1
OG0005835			KAH0569491.1
OG0005836			KAH0569493.1
OG0005837			KAH0569522.1
OG0005838			KAH0569529.1
OG0005839			KAH0569533.1
OG0005840			KAH0569537.1
OG0005841			KAH0569541.1
OG0005842			KAH0569543.1
OG0005843			KAH0569552.1
OG0005844			KAH0569553.1
OG0005845			KAH0569555.1
OG0005846			KAH0569563.1
OG0005847			KAH0569574.1
OG0005848			KAH0569579.1
OG0005849			KAH0569580.1
OG0005850			KAH0569581.1
OG0005851			KAH0569582.1
OG0005852			KAH0569583.1
OG0005853			KAH0569585.1
OG0005854			KAH0569586.1
OG0005855			KAH0569587.1
OG0005856			KAH0569589.1
OG0005857			KAH0569591.1
OG0005858			KAH0569592.1
OG0005859			KAH0569595.1
OG0005860			KAH0569607.1
OG0005861			KAH0569613.1
OG0005862			KAH0569615.1
OG0005863			KAH0569617.1
OG0005864			KAH0569618.1
OG0005865			KAH0569620.1
OG0005866			KAH0569621.1
OG0005867			KAH0569626.1
OG0005868			KAH0569628.1
OG0005869			KAH0569629.1
OG0005870			KAH0569633.1
OG0005871			KAH0569634.1
OG0005872			KAH0569636.1
OG0005873			KAH0569638.1
OG0005874			KAH0569647.1
OG0005875			KAH0569648.1
OG0005876			KAH0569655.1
OG0005877			KAH0569659.1
OG0005878			KAH0569660.1
OG0005879			KAH0569662.1
OG0005880			KAH0569665.1
OG0005881			KAH0569666.1
OG0005882			KAH0569667.1
OG0005883			KAH0569670.1
OG0005884			KAH0569671.1
OG0005885			KAH0569675.1
OG0005886			KAH0569679.1
OG0005887			KAH0569681.1
OG0005888			KAH0569682.1
OG0005889			KAH0569684.1
OG0005890			KAH0569685.1
OG0005891			KAH0569686.1
OG0005892			KAH0569689.1
OG0005893			KAH0569691.1
OG0005894			KAH0569693.1
OG0005895			KAH0569694.1
OG0005896			KAH0569708.1
OG0005897			KAH0569709.1
OG0005898			KAH0569732.1
OG0005899			KAH0569734.1
OG0005900			KAH0569735.1
OG0005901			KAH0569736.1
OG0005902			KAH0569748.1
OG0005903			KAH0569759.1
OG0005904			KAH0569769.1
OG0005905			KAH0569776.1
OG0005906			KAH0569781.1
OG0005907			KAH0569791.1
OG0005908			KAH0569794.1
OG0005909			KAH0569816.1
OG0005910			KAH0569818.1
OG0005911			KAH0569819.1
OG0005912			KAH0569825.1
OG0005913			KAH0569831.1
OG0005914			KAH0569833.1
OG0005915			KAH0569834.1
OG0005916			KAH0569837.1
OG0005917			KAH0569839.1
OG0005918			KAH0569840.1
OG0005919			KAH0569842.1
OG0005920			KAH0569846.1
OG0005921			KAH0569847.1
OG0005922			KAH0569850.1
OG0005923			KAH0569851.1
OG0005924			KAH0569854.1
OG0005925			KAH0569855.1
OG0005926			KAH0569856.1
OG0005927			KAH0569865.1
OG0005928			KAH0569868.1
OG0005929			KAH0569870.1
OG0005930			KAH0569872.1
OG0005931			KAH0569873.1
OG0005932			KAH0569875.1
OG0005933			KAH0569876.1
OG0005934			KAH0569877.1
OG0005935			KAH0569884.1
OG0005936			KAH0569886.1
OG0005937			KAH0569887.1
OG0005938			KAH0569889.1
OG0005939			KAH0569891.1
OG0005940			KAH0569893.1
OG0005941			KAH0569895.1
OG0005942			KAH0569896.1
OG0005943			KAH0569897.1
OG0005944			KAH0569898.1
OG0005945			KAH0569900.1
OG0005946			KAH0569903.1
OG0005947			KAH0569905.1
OG0005948			KAH0569907.1
OG0005949			KAH0569908.1
OG0005950			KAH0569910.1
OG0005951			KAH0569912.1
OG0005952			KAH0569916.1
OG0005953			KAH0569920.1
OG0005954			KAH0569921.1
OG0005955			KAH0569922.1
OG0005956			KAH0569924.1
OG0005957			KAH0569929.1
OG0005958			KAH0569930.1
OG0005959			KAH0569931.1
OG0005960			KAH0569933.1
OG0005961			KAH0569937.1
OG0005962			KAH0569938.1
OG0005963			KAH0569946.1
OG0005964			KAH0569951.1
OG0005965			KAH0569952.1
OG0005966			KAH0569953.1
OG0005967			KAH0569955.1
OG0005968			KAH0569956.1
OG0005969			KAH0569963.1
OG0005970			KAH0569964.1
OG0005971			KAH0569965.1
OG0005972			KAH0569966.1
OG0005973			KAH0569968.1
OG0005974			KAH0569972.1
OG0005975			KAH0569974.1
OG0005976			KAH0569975.1
OG0005977			KAH0569978.1
OG0005978			KAH0569987.1
OG0005979			KAH0569994.1
OG0005980			KAH0569995.1
OG0005981			KAH0569996.1
OG0005982			KAH0569997.1
OG0005983			KAH0569999.1
OG0005984			KAH0570000.1
OG0005985			KAH0570002.1
OG0005986			KAH0570003.1
OG0005987			KAH0570004.1
OG0005988			KAH0570008.1
OG0005989			KAH0570011.1
OG0005990			KAH0570012.1
OG0005991			KAH0570013.1
OG0005992			KAH0570014.1
OG0005993			KAH0570017.1
OG0005994			KAH0570018.1
OG0005995			KAH0570019.1
OG0005996			KAH0570020.1
OG0005997			KAH0570023.1
OG0005998			KAH0570024.1
OG0005999			KAH0570026.1
OG0006000			KAH0570029.1
OG0006001			KAH0570030.1
OG0006002			KAH0570032.1
OG0006003			KAH0570033.1
OG0006004			KAH0570035.1
OG0006005			KAH0570036.1
OG0006006			KAH0570040.1
OG0006007			KAH0570041.1
OG0006008			KAH0570044.1
OG0006009			KAH0570045.1
OG0006010			KAH0570046.1
OG0006011			KAH0570047.1
OG0006012			KAH0570049.1
OG0006013			KAH0570051.1
OG0006014			KAH0570053.1
OG0006015			KAH0570055.1
OG0006016			KAH0570057.1
OG0006017			KAH0570061.1
OG0006018			KAH0570064.1
OG0006019			KAH0570066.1
OG0006020			KAH0570069.1
OG0006021			KAH0570070.1
OG0006022			KAH0570073.1
OG0006023			KAH0570076.1
OG0006024			KAH0570078.1
OG0006025			KAH0570080.1
OG0006026			KAH0570082.1
OG0006027			KAH0570083.1
OG0006028			KAH0570084.1
OG0006029			KAH0570086.1
OG0006030			KAH0570087.1
OG0006031			KAH0570088.1
OG0006032			KAH0570089.1
OG0006033			KAH0570091.1
OG0006034			KAH0570092.1
OG0006035			KAH0570093.1
OG0006036			KAH0570097.1
OG0006037			KAH0570101.1
OG0006038			KAH0570104.1
OG0006039			KAH0570105.1
OG0006040			KAH0570106.1
OG0006041			KAH0570108.1
OG0006042			KAH0570110.1
OG0006043			KAH0570115.1
OG0006044			KAH0570118.1
OG0006045			KAH0570120.1
OG0006046			KAH0570121.1
OG0006047			KAH0570127.1
OG0006048			KAH0570131.1
OG0006049			KAH0570132.1
OG0006050			KAH0570134.1
OG0006051			KAH0570136.1
OG0006052			KAH0570140.1
OG0006053			KAH0570144.1
OG0006054			KAH0570145.1
OG0006055			KAH0570146.1
OG0006056			KAH0570147.1
OG0006057			KAH0570149.1
OG0006058			KAH0570150.1
OG0006059			KAH0570151.1
OG0006060			KAH0570154.1
OG0006061			KAH0570159.1
OG0006062			KAH0570162.1
OG0006063			KAH0570166.1
OG0006064			KAH0570171.1
OG0006065			KAH0570173.1
OG0006066			KAH0570178.1
OG0006067			KAH0570180.1
OG0006068			KAH0570188.1
OG0006069			KAH0570189.1
OG0006070			KAH0570200.1
OG0006071			KAH0570203.1
OG0006072			KAH0570206.1
OG0006073			KAH0570207.1
OG0006074			KAH0570211.1
OG0006075			KAH0570212.1
OG0006076			KAH0570213.1
OG0006077			KAH0570215.1
OG0006078			KAH0570218.1
OG0006079			KAH0570219.1
OG0006080			KAH0570225.1
OG0006081			KAH0570226.1
OG0006082			KAH0570227.1
OG0006083			KAH0570228.1
OG0006084			KAH0570229.1
OG0006085			KAH0570230.1
OG0006086			KAH0570231.1
OG0006087			KAH0570232.1
OG0006088			KAH0570243.1
OG0006089			KAH0570244.1
OG0006090			KAH0570245.1
OG0006091			KAH0570247.1
OG0006092			KAH0570248.1
OG0006093			KAH0570252.1
OG0006094			KAH0570257.1
OG0006095			KAH0570258.1
OG0006096			KAH0570262.1
OG0006097			KAH0570264.1
OG0006098			KAH0570268.1
OG0006099			KAH0570269.1
OG0006100			KAH0570271.1
OG0006101			KAH0570273.1
OG0006102			KAH0570274.1
OG0006103			KAH0570277.1
OG0006104			KAH0570279.1
OG0006105			KAH0570280.1
OG0006106			KAH0570281.1
OG0006107			KAH0570284.1
OG0006108			KAH0570285.1
OG0006109			KAH0570288.1
OG0006110			KAH0570293.1
OG0006111			KAH0570294.1
OG0006112			KAH0570298.1
OG0006113			KAH0570301.1
OG0006114			KAH0570302.1
OG0006115			KAH0570303.1
OG0006116			KAH0570305.1
OG0006117			KAH0570307.1
OG0006118			KAH0570311.1
OG0006119			KAH0570313.1
OG0006120			KAH0570318.1
OG0006121			KAH0570319.1
OG0006122			KAH0570324.1
OG0006123			KAH0570325.1
OG0006124			KAH0570326.1
OG0006125			KAH0570331.1
OG0006126			KAH0570333.1
OG0006127			KAH0570345.1
OG0006128			KAH0570346.1
OG0006129			KAH0570348.1
OG0006130			KAH0570354.1
OG0006131			KAH0570356.1
OG0006132			KAH0570362.1
OG0006133			KAH0570363.1
OG0006134			KAH0570364.1
OG0006135			KAH0570365.1
OG0006136			KAH0570366.1
OG0006137			KAH0570368.1
OG0006138			KAH0570376.1
OG0006139			KAH0570388.1
OG0006140			KAH0570389.1
OG0006141			KAH0570392.1
OG0006142			KAH0570394.1
OG0006143			KAH0570396.1
OG0006144			KAH0570398.1
OG0006145			KAH0570399.1
OG0006146			KAH0570400.1
OG0006147			KAH0570401.1
OG0006148			KAH0570403.1
OG0006149			KAH0570404.1
OG0006150			KAH0570405.1
OG0006151			KAH0570409.1
OG0006152			KAH0570410.1
OG0006153			KAH0570412.1
OG0006154			KAH0570414.1
OG0006155			KAH0570415.1
OG0006156			KAH0570416.1
OG0006157			KAH0570418.1
OG0006158			KAH0570420.1
OG0006159			KAH0570423.1
OG0006160			KAH0570424.1
OG0006161			KAH0570426.1
OG0006162			KAH0570427.1
OG0006163			KAH0570430.1
OG0006164			KAH0570433.1
OG0006165			KAH0570435.1
OG0006166			KAH0570436.1
OG0006167			KAH0570437.1
OG0006168			KAH0570438.1
OG0006169			KAH0570440.1
OG0006170			KAH0570441.1
OG0006171			KAH0570442.1
OG0006172			KAH0570443.1
OG0006173			KAH0570444.1
OG0006174			KAH0570445.1
OG0006175			KAH0570446.1
OG0006176			KAH0570447.1
OG0006177			KAH0570450.1
OG0006178			KAH0570452.1
OG0006179			KAH0570453.1
OG0006180			KAH0570455.1
OG0006181			KAH0570456.1
OG0006182			KAH0570457.1
OG0006183			KAH0570458.1
OG0006184			KAH0570459.1
OG0006185			KAH0570461.1
OG0006186			KAH0570464.1
OG0006187			KAH0570465.1
OG0006188			KAH0570467.1
OG0006189			KAH0570470.1
OG0006190			KAH0570474.1
OG0006191			KAH0570475.1
OG0006192			KAH0570476.1
OG0006193			KAH0570478.1
OG0006194			KAH0570480.1
OG0006195			KAH0570482.1
OG0006196			KAH0570483.1
OG0006197			KAH0570484.1
OG0006198			KAH0570485.1
OG0006199			KAH0570489.1
OG0006200			KAH0570490.1
OG0006201			KAH0570491.1
OG0006202			KAH0570492.1
OG0006203			KAH0570493.1
OG0006204			KAH0570494.1
OG0006205			KAH0570495.1
OG0006206			KAH0570497.1
OG0006207			KAH0570498.1
OG0006208			KAH0570499.1
OG0006209			KAH0570502.1
OG0006210			KAH0570503.1
OG0006211			KAH0570508.1
OG0006212			KAH0570509.1
OG0006213			KAH0570510.1
OG0006214			KAH0570511.1
OG0006215			KAH0570512.1
OG0006216			KAH0570514.1
OG0006217			KAH0570515.1
OG0006218			KAH0570516.1
OG0006219			KAH0570517.1
OG0006220			KAH0570518.1
OG0006221			KAH0570520.1
OG0006222			KAH0570522.1
OG0006223			KAH0570523.1
OG0006224			KAH0570524.1
OG0006225			KAH0570526.1
OG0006226			KAH0570529.1
OG0006227			KAH0570533.1
OG0006228			KAH0570534.1
OG0006229			KAH0570535.1
OG0006230			KAH0570537.1
OG0006231			KAH0570538.1
OG0006232			KAH0570541.1
OG0006233			KAH0570546.1
OG0006234			KAH0570547.1
OG0006235			KAH0570549.1
OG0006236			KAH0570550.1
OG0006237			KAH0570551.1
OG0006238			KAH0570555.1
OG0006239			KAH0570557.1
OG0006240			KAH0570558.1
OG0006241			KAH0570562.1
OG0006242			KAH0570563.1
OG0006243			KAH0570564.1
OG0006244			KAH0570566.1
OG0006245			KAH0570567.1
OG0006246			KAH0570569.1
OG0006247			KAH0570575.1
OG0006248			KAH0570576.1
OG0006249			KAH0570577.1
OG0006250			KAH0570578.1
OG0006251			KAH0570579.1
OG0006252			KAH0570580.1
OG0006253			KAH0570584.1
OG0006254			KAH0570585.1
OG0006255			KAH0570586.1
OG0006256			KAH0570593.1
OG0006257			KAH0570594.1
OG0006258			KAH0570601.1
OG0006259			KAH0570602.1
OG0006260			KAH0570604.1
OG0006261			KAH0570610.1
OG0006262			KAH0570611.1
OG0006263			KAH0570613.1
OG0006264			KAH0570616.1
OG0006265			KAH0570617.1
OG0006266			KAH0570619.1
OG0006267			KAH0570620.1
OG0006268			KAH0570621.1
OG0006269			KAH0570622.1
OG0006270			KAH0570625.1
OG0006271			KAH0570626.1
OG0006272			KAH0570629.1
OG0006273			KAH0570630.1
OG0006274			KAH0570634.1
OG0006275			KAH0570636.1
OG0006276			KAH0570638.1
OG0006277			KAH0570640.1
OG0006278			KAH0570641.1
OG0006279			KAH0570642.1
OG0006280			KAH0570648.1
OG0006281			KAH0570650.1
OG0006282			KAH0570651.1
OG0006283			KAH0570653.1
OG0006284			KAH0570654.1
OG0006285			KAH0570656.1
OG0006286			KAH0570659.1
OG0006287			KAH0570660.1
OG0006288			KAH0570664.1
OG0006289			KAH0570667.1
OG0006290			KAH0570668.1
OG0006291			KAH0570669.1
OG0006292			KAH0570670.1
OG0006293			KAH0570671.1
OG0006294			KAH0570672.1
OG0006295			KAH0570673.1
OG0006296			KAH0570674.1
