Orthogroup	G_intestinalis_aa	G_muris_aa	S_salmonicida_aa
OG0000379	KAE8302759.1	TNJ30306.1	KAH0570077.1, KAH0571369.1
OG0000380	KAE8302760.1	TNJ30304.1	KAH0573893.1, KAH0573897.1
OG0000381	KAE8302801.1	TNJ29016.1, TNJ29040.1, TNJ30286.1	
OG0000382	KAE8302810.1	TNJ28269.1	KAH0574071.1, KAH0574076.1
OG0000383	KAE8302822.1	TNJ28284.1	KAH0571902.1, KAH0571937.1
OG0000384	KAE8302831.1	TNJ28261.1	KAH0573254.1, KAH0573543.1
OG0000385	KAE8302832.1	TNJ28263.1	KAH0571003.1, KAH0571008.1
OG0000386	KAE8302841.1, KAE8303774.1, KAE8305603.1	TNJ28390.1	
OG0000387	KAE8302842.1, KAE8303775.1, KAE8303844.1, KAE8305602.1		
OG0000388	KAE8302846.1	TNJ28386.1	KAH0571654.1, KAH0571668.1
OG0000389	KAE8302856.1	TNJ26143.1, TNJ26152.1, TNJ29234.1	
OG0000390	KAE8302878.1	TNJ28504.1	KAH0577641.1, KAH0577659.1
OG0000391	KAE8302907.1	TNJ27754.1, TNJ28438.1	KAH0576523.1
OG0000392	KAE8302916.1, KAE8303077.1	TNJ28551.1	KAH0572204.1
OG0000393	KAE8302945.1	TNJ28456.1	KAH0570038.1, KAH0577635.1
OG0000394	KAE8302970.1	TNJ28432.1	KAH0569323.1, KAH0572215.1
OG0000395	KAE8302981.1	TNJ28424.1	KAH0571745.1, KAH0577424.1
OG0000396	KAE8303004.1, KAE8305003.1	TNJ30195.1	KAH0571370.1
OG0000397	KAE8303024.1	TNJ28532.1	KAH0571651.1, KAH0571662.1
OG0000398	KAE8303044.1	TNJ28542.1	KAH0575472.1, KAH0577803.1
OG0000399	KAE8303058.1	TNJ28580.1	KAH0577285.1, KAH0577289.1
OG0000400	KAE8303071.1	TNJ28469.1	KAH0570460.1, KAH0570469.1
OG0000401	KAE8303080.1	TNJ28554.1	KAH0575443.1, KAH0575505.1
OG0000402	KAE8303082.1	TNJ28556.1	KAH0571426.1, KAH0576308.1
OG0000403	KAE8303151.1	TNJ28640.1	KAH0575321.1, KAH0575324.1
OG0000404	KAE8303154.1		KAH0575347.1, KAH0575358.1, KAH0575360.1
OG0000405	KAE8303170.1, KAE8304232.1	TNJ29088.1	KAH0569459.1
OG0000406	KAE8303190.1	TNJ28669.1	KAH0576274.1, KAH0576406.1
OG0000407	KAE8303235.1	TNJ28735.1	KAH0576990.1, KAH0576993.1
OG0000408	KAE8303260.1	TNJ28726.1	KAH0569286.1, KAH0573533.1
OG0000409	KAE8303288.1	TNJ28711.1	KAH0571051.1, KAH0573423.1
OG0000410	KAE8303294.1	TNJ28703.1	KAH0571641.1, KAH0571643.1
OG0000411	KAE8303303.1	TNJ28796.1	KAH0569283.1, KAH0573536.1
OG0000412	KAE8303354.1	TNJ28289.1, TNJ29735.1	KAH0571462.1
OG0000413	KAE8303378.1	TNJ26766.1	KAH0570185.1, KAH0570191.1
OG0000414	KAE8303448.1	TNJ26366.1	KAH0577270.1, KAH0577277.1
OG0000415	KAE8303467.1, KAE8303473.1	TNJ26374.1	KAH0574894.1
OG0000416	KAE8303469.1, KAE8303471.1	TNJ29228.1	KAH0577626.1
OG0000417	KAE8303519.1	TNJ27077.1	KAH0569300.1, KAH0575579.1
OG0000418	KAE8303524.1	TNJ27085.1	KAH0575111.1, KAH0575112.1
OG0000419	KAE8303537.1	TNJ27084.1	KAH0570712.1, KAH0575399.1
OG0000420	KAE8303539.1	TNJ27121.1	KAH0570701.1, KAH0576418.1
OG0000421	KAE8303542.1	TNJ27124.1	KAH0569971.1, KAH0574210.1
OG0000422	KAE8303551.1	TNJ27471.1	KAH0575350.1, KAH0575356.1
OG0000423	KAE8303587.1, KAE8303592.1	TNJ29094.1	KAH0571130.1
OG0000424	KAE8303607.1	TNJ27164.1	KAH0575522.1, KAH0577648.1
OG0000425	KAE8303628.1	TNJ30202.1	KAH0569317.1, KAH0571979.1
OG0000426	KAE8303637.1	TNJ27880.1, TNJ30742.1	KAH0571295.1
OG0000427	KAE8303640.1	TNJ30745.1	KAH0572849.1, KAH0572860.1
OG0000428	KAE8303680.1, KAE8305129.1	TNJ27691.1	KAH0577824.1
OG0000429	KAE8303710.1	TNJ28539.1	KAH0573695.1, KAH0573696.1
OG0000430	KAE8303717.1	TNJ29354.1	KAH0569284.1, KAH0573535.1
OG0000431	KAE8303753.1	TNJ29341.1	KAH0570859.1, KAH0570869.1
OG0000432	KAE8303795.1		KAH0572324.1, KAH0572347.1, KAH0575891.1
OG0000433	KAE8303806.1, KAE8305520.1	TNJ29590.1	KAH0570071.1
OG0000434	KAE8303819.1	TNJ27477.1	KAH0577244.1, KAH0577255.1
OG0000435	KAE8303834.1	TNJ30672.1	KAH0577480.1, KAH0577487.1
OG0000436	KAE8303860.1, KAE8304549.1	TNJ27976.1	KAH0577750.1
OG0000437	KAE8303863.1	TNJ30129.1	KAH0574579.1, KAH0576598.1
OG0000438	KAE8303893.1	TNJ30156.1	KAH0570314.1, KAH0570323.1
OG0000439	KAE8303897.1	TNJ26555.1	KAH0570915.1, KAH0570919.1
OG0000440	KAE8303937.1	TNJ26705.1	KAH0577089.1, KAH0577094.1
OG0000441	KAE8304158.1, KAE8305577.1	TNJ30061.1	KAH0575711.1
OG0000442	KAE8304171.1	TNJ30072.1	KAH0574275.1, KAH0574287.1
OG0000443	KAE8304176.1	TNJ29051.1	KAH0575807.1, KAH0575809.1
OG0000444	KAE8304181.1	TNJ29044.1	KAH0569849.1, KAH0573734.1
OG0000445	KAE8304206.1	TNJ30494.1	KAH0572668.1, KAH0572686.1
OG0000446	KAE8304222.1	TNJ30477.1	KAH0570769.1, KAH0570775.1
OG0000447	KAE8304223.1	TNJ30476.1	KAH0571396.1, KAH0573297.1
OG0000448	KAE8304263.1, KAE8304522.1, KAE8304725.1, KAE8304796.1		
OG0000449	KAE8304266.1, KAE8304281.1	TNJ30531.1	KAH0576765.1
OG0000450	KAE8304267.1, KAE8304280.1	TNJ30532.1	KAH0569874.1
OG0000451	KAE8304323.1, KAE8304380.1	TNJ30565.1	KAH0575404.1
OG0000452	KAE8304324.1, KAE8304381.1	TNJ30564.1	KAH0574960.1
OG0000453	KAE8304337.1	TNJ30581.1	KAH0569400.1, KAH0570956.1
OG0000454	KAE8304342.1	TNJ30219.1, TNJ30577.1	KAH0571237.1
OG0000455	KAE8304349.1	TNJ30571.1	KAH0572176.1, KAH0576440.1
OG0000456	KAE8304366.1	TNJ30602.1	KAH0571551.1, KAH0571552.1
OG0000457	KAE8304382.1	TNJ30563.1	KAH0571763.1, KAH0571776.1
OG0000458	KAE8304408.1	TNJ30650.1	KAH0575449.1, KAH0575455.1
OG0000459	KAE8304416.1	TNJ30663.1	KAH0576048.1, KAH0576064.1
OG0000460	KAE8304443.1	TNJ30606.1	KAH0572487.1, KAH0576534.1
OG0000461	KAE8304467.1	TNJ30617.1	KAH0574311.1, KAH0574316.1
OG0000462	KAE8304484.1	TNJ26548.1, TNJ26591.1	KAH0575603.1
OG0000463	KAE8304490.1, KAE8305433.1	TNJ26540.1	KAH0574172.1
OG0000464	KAE8304501.1	TNJ26916.1, TNJ27451.1	KAH0575532.1
OG0000465	KAE8304512.1	TNJ27458.1	KAH0572066.1, KAH0572256.1
OG0000466	KAE8304550.1, KAE8304553.1	TNJ28716.1, TNJ28721.1	
OG0000467	KAE8304557.1	TNJ27985.1	KAH0570342.1, KAH0570344.1
OG0000468	KAE8304577.1	TNJ28010.1	KAH0569326.1, KAH0572212.1
OG0000469	KAE8304631.1	TNJ27909.1	KAH0569733.1, KAH0576831.1
OG0000470	KAE8304660.1	TNJ27896.1	KAH0570421.1, KAH0573125.1
OG0000471	KAE8304662.1	TNJ27894.1	KAH0573020.1, KAH0573076.1
OG0000472	KAE8304715.1	TNJ26260.1	KAH0570532.1, KAH0575162.1
OG0000473	KAE8304722.1, KAE8304747.1	TNJ30744.1	KAH0575371.1
OG0000474	KAE8304723.1, KAE8304746.1	TNJ30743.1	KAH0574804.1
OG0000475	KAE8304751.1	TNJ29518.1	KAH0569399.1, KAH0570955.1
OG0000476	KAE8304763.1	TNJ29569.1	KAH0570479.1, KAH0570481.1
OG0000477	KAE8304773.1, KAE8304844.1, KAE8306147.1	TNJ28955.1	
OG0000478	KAE8304776.1	TNJ27402.1	KAH0569290.1, KAH0573528.1
OG0000479	KAE8304783.1	TNJ27434.1	KAH0573931.1, KAH0573941.1
OG0000480	KAE8304787.1	TNJ26413.1	KAH0575122.1, KAH0575130.1
OG0000481	KAE8304792.1	TNJ26421.1	KAH0570316.1, KAH0570321.1
OG0000482	KAE8304805.1	TNJ26427.1, TNJ29391.1	KAH0572225.1
OG0000483	KAE8304808.1	TNJ26428.1, TNJ29390.1	KAH0575552.1
OG0000484	KAE8304822.1	TNJ26385.1	KAH0569395.1, KAH0570951.1
OG0000485	KAE8304827.1	TNJ29544.1	KAH0575759.1, KAH0576674.1
OG0000486	KAE8304866.1	TNJ26410.1	KAH0572917.1, KAH0576265.1
OG0000487	KAE8304901.1	TNJ26645.1	KAH0569981.1, KAH0569991.1
OG0000488	KAE8304903.1	TNJ27399.1	KAH0570370.1, KAH0570372.1
OG0000489	KAE8304923.1, KAE8304939.1	TNJ27419.1	KAH0576769.1
OG0000490	KAE8304930.1	TNJ27424.1, TNJ29574.1	KAH0571496.1
OG0000491	KAE8304932.1	TNJ27426.1, TNJ29576.1	KAH0573593.1
OG0000492	KAE8304947.1, KAE8304957.1	TNJ27938.1	KAH0576489.1
OG0000493	KAE8304949.1	TNJ27940.1	KAH0571746.1, KAH0572527.1
OG0000494	KAE8305057.1	TNJ27623.1, TNJ27650.1	KAH0570393.1
OG0000495	KAE8305069.1	TNJ27624.1, TNJ27651.1	KAH0573697.1
OG0000496	KAE8305115.1	TNJ27702.1	KAH0571907.1, KAH0571911.1
OG0000497	KAE8305147.1	TNJ27663.1, TNJ30608.1	KAH0572145.1
OG0000498	KAE8305162.1	TNJ28249.1	KAH0575501.1, KAH0577507.1
OG0000499	KAE8305227.1	TNJ29157.1	KAH0571126.1, KAH0571127.1
OG0000500	KAE8305232.1	TNJ28558.1	KAH0574280.1, KAH0574292.1
OG0000501	KAE8305243.1	TNJ26459.1, TNJ27718.1, TNJ29409.1	
OG0000502	KAE8305247.1	TNJ26721.1	KAH0570411.1, KAH0570432.1
OG0000503	KAE8305258.1	TNJ26719.1	KAH0572618.1, KAH0575604.1
OG0000504	KAE8305266.1	TNJ29145.1	KAH0573268.1, KAH0577677.1
OG0000505	KAE8305278.1	TNJ27266.1	KAH0569289.1, KAH0573529.1
OG0000506	KAE8305402.1	TNJ26603.1	KAH0574806.1, KAH0574832.1
OG0000507	KAE8305408.1	TNJ26549.1, TNJ26592.1	KAH0577412.1
OG0000508	KAE8305468.1	TNJ29323.1	KAH0572095.1, KAH0572096.1
OG0000509	KAE8305480.1	TNJ29331.1	KAH0577161.1, KAH0577188.1
OG0000510	KAE8305519.1	TNJ29300.1	KAH0571327.1, KAH0571333.1
OG0000511	KAE8305525.1	TNJ29260.1	KAH0577455.1, KAH0577460.1
OG0000512	KAE8305548.1	TNJ29287.1	KAH0575068.1, KAH0575076.1
OG0000513	KAE8305609.1	TNJ26302.1	KAH0574451.1, KAH0575551.1
OG0000514	KAE8305674.1	TNJ26204.1	KAH0569309.1, KAH0570997.1
OG0000515	KAE8305682.1	TNJ27776.1	KAH0576371.1, KAH0576376.1
OG0000516	KAE8305712.1	TNJ27779.1	KAH0570531.1, KAH0574765.1
OG0000517	KAE8305715.1	TNJ27684.1, TNJ27782.1	KAH0575281.1
OG0000518	KAE8305716.1	TNJ27683.1, TNJ27783.1	KAH0575174.1
OG0000519	KAE8305753.1	TNJ27759.1	KAH0570369.1, KAH0570371.1
OG0000520	KAE8305791.1	TNJ28077.1	KAH0572310.1, KAH0573156.1
OG0000521	KAE8305803.1	TNJ27338.1, TNJ27631.1	KAH0574652.1
OG0000522	KAE8305822.1	TNJ28310.1	KAH0569319.1, KAH0571976.1
OG0000523	KAE8305833.1	TNJ28333.1	KAH0570001.1, KAH0570006.1
OG0000524	KAE8305835.1	TNJ28878.1, TNJ28923.1	KAH0576248.1
OG0000525	KAE8305842.1	TNJ28605.1, TNJ29415.1	KAH0574786.1
OG0000526	KAE8305848.1	TNJ28373.1	KAH0577653.1, KAH0577654.1
OG0000527	KAE8305883.1, KAE8305922.1	TNJ28054.1	KAH0572947.1
OG0000528	KAE8305962.1	TNJ29432.1	KAH0571897.1, KAH0571900.1
OG0000529	KAE8305976.1	TNJ28895.1	KAH0571928.1, KAH0573632.1
OG0000530	KAE8306032.1	TNJ28899.1, TNJ30420.1	KAH0573545.1
OG0000531	KAE8306034.1	TNJ28904.1	KAH0575769.1, KAH0576292.1
OG0000532	KAE8306038.1	TNJ26353.1	KAH0574310.1, KAH0574317.1
OG0000533	KAE8306040.1	TNJ30262.1	KAH0570860.1, KAH0572276.1
OG0000534	KAE8306059.1	TNJ28909.1	KAH0575667.1, KAH0575678.1
OG0000535	KAE8306069.1	TNJ26441.1	KAH0572452.1, KAH0575976.1
OG0000536	KAE8306072.1	TNJ26437.1	KAH0571550.1, KAH0571553.1
OG0000537	KAE8306159.1	TNJ26922.1	KAH0574684.1, KAH0574691.1
OG0000538		TNJ26189.1, TNJ27070.1, TNJ28296.1, TNJ28300.1	
OG0000539		TNJ26698.1, TNJ27385.1, TNJ28351.1, TNJ28361.1	
OG0000540		TNJ27048.1, TNJ28958.1, TNJ30735.1	KAH0577512.1
OG0000541		TNJ27136.1	KAH0577371.1, KAH0577385.1, KAH0577397.1
OG0000542		TNJ27378.1, TNJ27381.1, TNJ30759.1, TNJ30760.1	
OG0000543			KAH0569306.1, KAH0570984.1, KAH0570990.1, KAH0571009.1
OG0000544			KAH0569325.1, KAH0572213.1, KAH0575008.1, KAH0576305.1
OG0000545			KAH0569340.1, KAH0570945.1, KAH0572309.1, KAH0575166.1
OG0000546			KAH0569554.1, KAH0572865.1, KAH0572874.1, KAH0575269.1
OG0000547			KAH0569687.1, KAH0570349.1, KAH0573096.1, KAH0573097.1
OG0000548			KAH0569738.1, KAH0569739.1, KAH0569744.1, KAH0569745.1
OG0000549			KAH0569747.1, KAH0575187.1, KAH0575189.1, KAH0575200.1
OG0000550			KAH0569878.1, KAH0572431.1, KAH0572450.1, KAH0573936.1
OG0000551			KAH0570107.1, KAH0573140.1, KAH0573794.1, KAH0573796.1
OG0000552			KAH0570114.1, KAH0570128.1, KAH0570138.1, KAH0570265.1
OG0000553			KAH0570141.1, KAH0570157.1, KAH0570472.1, KAH0576271.1
OG0000554			KAH0570266.1, KAH0571039.1, KAH0571515.1, KAH0576807.1
OG0000555			KAH0570329.1, KAH0572607.1, KAH0574376.1, KAH0577763.1
OG0000556			KAH0570340.1, KAH0570358.1, KAH0576871.1, KAH0577588.1
OG0000557			KAH0570359.1, KAH0574043.1, KAH0574567.1, KAH0576619.1
OG0000558			KAH0570373.1, KAH0570872.1, KAH0570881.1, KAH0576002.1
OG0000559			KAH0570688.1, KAH0570689.1, KAH0570709.1, KAH0570710.1
OG0000560			KAH0570823.1, KAH0570842.1, KAH0571951.1, KAH0575868.1
OG0000561			KAH0571673.1, KAH0571679.1, KAH0571691.1, KAH0572062.1
OG0000562			KAH0571704.1, KAH0571913.1, KAH0573553.1, KAH0574945.1
OG0000563			KAH0571708.1, KAH0577479.1, KAH0577489.1, KAH0577513.1
OG0000564			KAH0571729.1, KAH0571735.1, KAH0571749.1, KAH0571754.1
OG0000565			KAH0571730.1, KAH0571734.1, KAH0571750.1, KAH0571753.1
OG0000566			KAH0571755.1, KAH0575098.1, KAH0575099.1, KAH0575120.1
OG0000567			KAH0571762.1, KAH0571777.1, KAH0572094.1, KAH0572097.1
OG0000568			KAH0571778.1, KAH0571797.1, KAH0572994.1, KAH0577828.1
OG0000569			KAH0571809.1, KAH0576956.1, KAH0576975.1, KAH0577458.1
OG0000570			KAH0571832.1, KAH0571856.1, KAH0571875.1, KAH0571895.1
OG0000571			KAH0571935.1, KAH0576260.1, KAH0576287.1, KAH0577500.1
OG0000572			KAH0571989.1, KAH0571992.1, KAH0571996.1, KAH0571999.1
OG0000573			KAH0572219.1, KAH0572223.1, KAH0572228.1, KAH0572230.1
OG0000574			KAH0572433.1, KAH0575214.1, KAH0575227.1, KAH0576768.1
OG0000575			KAH0572670.1, KAH0572688.1, KAH0574815.1, KAH0575614.1
OG0000576			KAH0572672.1, KAH0572683.1, KAH0572689.1, KAH0572692.1
OG0000577			KAH0572785.1, KAH0574355.1, KAH0576451.1, KAH0576455.1
OG0000578			KAH0573008.1, KAH0573010.1, KAH0573069.1, KAH0573146.1
OG0000579			KAH0573329.1, KAH0577160.1, KAH0577185.1, KAH0577187.1
OG0000580			KAH0573856.1, KAH0573863.1, KAH0573874.1, KAH0576404.1
OG0000581			KAH0573942.1, KAH0573943.1, KAH0573957.1, KAH0573958.1
OG0000582			KAH0574097.1, KAH0574105.1, KAH0574110.1, KAH0574153.1
OG0000583			KAH0574127.1, KAH0574133.1, KAH0574146.1, KAH0574161.1
OG0000584			KAH0574199.1, KAH0574215.1, KAH0574217.1, KAH0574226.1
OG0000585			KAH0575523.1, KAH0575693.1, KAH0576679.1, KAH0576896.1
OG0000586			KAH0575899.1, KAH0576100.1, KAH0576120.1, KAH0576182.1
OG0000587			KAH0575901.1, KAH0576011.1, KAH0576102.1, KAH0576144.1
OG0000588			KAH0576037.1, KAH0576069.1, KAH0576092.1, KAH0576141.1
OG0000589			KAH0576448.1, KAH0576625.1, KAH0577612.1, KAH0577891.1
OG0000590			KAH0577283.1, KAH0577291.1, KAH0577444.1, KAH0577769.1
OG0000591			KAH0577453.1, KAH0577454.1, KAH0577461.1, KAH0577462.1
OG0000592	KAE8301201.1, KAE8304144.1	TNJ30044.1	
OG0000593	KAE8301209.1	TNJ26489.1	KAH0572767.1
OG0000594	KAE8301210.1	TNJ26488.1	KAH0570050.1
OG0000595	KAE8301211.1	TNJ26487.1	KAH0571561.1
OG0000596	KAE8301213.1	TNJ26476.1	KAH0571449.1
OG0000597	KAE8301218.1	TNJ26473.1	KAH0570582.1
OG0000598	KAE8301219.1	TNJ26472.1	KAH0570155.1
OG0000599	KAE8301220.1	TNJ30445.1	KAH0573628.1
OG0000600	KAE8301225.1	TNJ29651.1	KAH0573605.1
OG0000601	KAE8301226.1	TNJ30371.1	KAH0576331.1
OG0000602	KAE8301238.1, KAE8302195.1	TNJ26484.1	
OG0000603	KAE8301240.1	TNJ26483.1	KAH0571484.1
OG0000604	KAE8301241.1	TNJ26482.1	KAH0574441.1
OG0000605	KAE8301243.1	TNJ29669.1	KAH0574424.1
OG0000606	KAE8301245.1	TNJ26470.1	KAH0577494.1
OG0000607	KAE8301246.1	TNJ26469.1	KAH0569881.1
OG0000608	KAE8301249.1	TNJ29635.1	KAH0573455.1
OG0000609	KAE8301253.1	TNJ29634.1	KAH0574759.1
OG0000610	KAE8301256.1	TNJ29648.1	KAH0573263.1
OG0000611	KAE8301257.1	TNJ29647.1	KAH0574490.1
OG0000612	KAE8301260.1	TNJ29644.1	KAH0573405.1
OG0000613	KAE8301263.1	TNJ29654.1	KAH0574475.1
OG0000614	KAE8301265.1	TNJ29662.1	KAH0571308.1
OG0000615	KAE8301271.1	TNJ29637.1	KAH0570908.1
OG0000616	KAE8301273.1	TNJ29658.1	KAH0570530.1
OG0000617	KAE8301274.1	TNJ29659.1	KAH0573996.1
OG0000618	KAE8301278.1	TNJ27296.1	KAH0576366.1
OG0000619	KAE8301281.1	TNJ26923.1	KAH0577873.1
OG0000620	KAE8301286.1	TNJ27395.1	KAH0571573.1
OG0000621	KAE8301287.1	TNJ26726.1	KAH0571562.1
OG0000622	KAE8301290.1	TNJ26715.1	KAH0577679.1
OG0000623	KAE8301292.1	TNJ27272.1	KAH0573713.1
OG0000624	KAE8301293.1	TNJ29130.1	KAH0571431.1
OG0000625	KAE8301295.1	TNJ26730.1	KAH0573508.1
OG0000626	KAE8301302.1	TNJ27317.1	KAH0571674.1
OG0000627	KAE8301305.1	TNJ27314.1	KAH0577585.1
OG0000628	KAE8301307.1	TNJ27301.1	KAH0574899.1
OG0000629	KAE8301308.1	TNJ27300.1	KAH0577183.1
OG0000630	KAE8301310.1	TNJ27303.1	KAH0574432.1
OG0000631	KAE8301311.1	TNJ27302.1	KAH0573381.1
OG0000632	KAE8301314.1, KAE8305185.1	TNJ27299.1	
OG0000633	KAE8301315.1, KAE8305186.1	TNJ27313.1	
OG0000634	KAE8301318.1	TNJ27307.1	KAH0577570.1
OG0000635	KAE8301320.1	TNJ27309.1	KAH0574544.1
OG0000636	KAE8301322.1	TNJ28771.1	KAH0575433.1
OG0000637	KAE8301327.1	TNJ27228.1	KAH0577527.1
OG0000638	KAE8301333.1	TNJ27235.1	KAH0577599.1
OG0000639	KAE8301336.1	TNJ27277.1	KAH0569862.1
OG0000640	KAE8301337.1	TNJ27278.1	KAH0575988.1
OG0000641	KAE8301344.1		KAH0573360.1, KAH0574554.1
OG0000642	KAE8301345.1, KAE8303407.1	TNJ26333.1	
OG0000643	KAE8301355.1	TNJ27220.1	KAH0575657.1
OG0000644	KAE8301356.1	TNJ29013.1	KAH0571188.1
OG0000645	KAE8301367.1, KAE8301405.1, KAE8304087.1		
OG0000646	KAE8301368.1	TNJ27203.1	KAH0575765.1
OG0000647	KAE8301383.1	TNJ27789.1	KAH0576980.1
OG0000648	KAE8301387.1, KAE8301388.1	TNJ27786.1	
OG0000649	KAE8301396.1	TNJ27186.1	KAH0576110.1
OG0000650	KAE8301400.1	TNJ27183.1	KAH0574525.1
OG0000651	KAE8301401.1	TNJ27182.1	KAH0571167.1
OG0000652	KAE8301402.1	TNJ27181.1	KAH0573340.1
OG0000653	KAE8301404.1	TNJ27791.1	KAH0576244.1
OG0000654	KAE8301410.1	TNJ26352.1	KAH0573710.1
OG0000655	KAE8301426.1	TNJ27800.1	KAH0573137.1
OG0000656	KAE8301428.1	TNJ27810.1	KAH0569631.1
OG0000657	KAE8301431.1	TNJ27793.1	KAH0570693.1
OG0000658	KAE8301432.1	TNJ27795.1	KAH0569731.1
OG0000659	KAE8301433.1	TNJ26653.1	KAH0571490.1
OG0000660	KAE8301434.1	TNJ27824.1	KAH0571198.1
OG0000661	KAE8301439.1, KAE8301441.1	TNJ29466.1	
OG0000662	KAE8301443.1	TNJ27815.1	KAH0577746.1
OG0000663	KAE8301456.1	TNJ27826.1	KAH0575760.1
OG0000664	KAE8301461.1	TNJ27827.1	KAH0570556.1
OG0000665	KAE8301464.1	TNJ27834.1	KAH0573456.1
OG0000666	KAE8301467.1	TNJ27846.1	KAH0574356.1
OG0000667	KAE8301468.1	TNJ27845.1	KAH0569690.1
OG0000668	KAE8301470.1	TNJ27843.1	KAH0569683.1
OG0000669	KAE8301473.1	TNJ26382.1	KAH0570454.1
OG0000670	KAE8301474.1	TNJ27838.1	KAH0577078.1
OG0000671	KAE8301479.1	TNJ28811.1	KAH0576950.1
OG0000672	KAE8301480.1	TNJ28810.1	KAH0570898.1
OG0000673	KAE8301482.1	TNJ28808.1	KAH0576879.1
OG0000674	KAE8301484.1	TNJ27870.1	KAH0574516.1
OG0000675	KAE8301494.1	TNJ27852.1	KAH0577759.1
OG0000676	KAE8301496.1, KAE8302319.1	TNJ29930.1	
OG0000677	KAE8301500.1	TNJ27863.1	KAH0574889.1
OG0000678	KAE8301501.1	TNJ27854.1	KAH0571481.1
OG0000679	KAE8301503.1	TNJ27861.1	KAH0576442.1
OG0000680	KAE8301505.1	TNJ27860.1	KAH0575203.1
OG0000681	KAE8301507.1	TNJ27851.1	KAH0577179.1
OG0000682	KAE8301515.1	TNJ28803.1	KAH0577834.1
OG0000683	KAE8301516.1	TNJ27837.1	KAH0570925.1
OG0000684	KAE8301519.1	TNJ28813.1	KAH0569741.1
OG0000685	KAE8301524.1	TNJ29327.1	KAH0577509.1
OG0000686	KAE8301525.1	TNJ28817.1	KAH0571407.1
OG0000687	KAE8301526.1	TNJ28818.1	KAH0575286.1
OG0000688	KAE8301529.1	TNJ28828.1	KAH0573642.1
OG0000689	KAE8301530.1	TNJ27606.1	KAH0571529.1
OG0000690	KAE8301535.1	TNJ27608.1	KAH0570360.1
OG0000691	KAE8301539.1	TNJ27610.1	KAH0575683.1
OG0000692	KAE8301540.1	TNJ27612.1	KAH0571042.1
OG0000693	KAE8301541.1	TNJ27613.1	KAH0575656.1
OG0000694	KAE8301545.1	TNJ27605.1	KAH0577571.1
OG0000695	KAE8301550.1	TNJ27597.1, TNJ28086.1	
OG0000696	KAE8301554.1	TNJ27599.1	KAH0573717.1
OG0000697	KAE8301567.1	TNJ27594.1	KAH0572792.1
OG0000698	KAE8301570.1	TNJ27585.1	KAH0574536.1
OG0000699	KAE8301572.1	TNJ27586.1	KAH0577736.1
OG0000700	KAE8301574.1	TNJ27596.1	KAH0569843.1
OG0000701	KAE8301578.1	TNJ27578.1	KAH0573413.1
OG0000702	KAE8301579.1	TNJ27577.1, TNJ28767.1	
OG0000703	KAE8301584.1	TNJ27575.1	KAH0576601.1
OG0000704	KAE8301585.1	TNJ27574.1	KAH0569998.1
OG0000705	KAE8301589.1	TNJ27552.1	KAH0569986.1
OG0000706	KAE8301590.1	TNJ27551.1	KAH0577848.1
OG0000707	KAE8301593.1	TNJ27556.1	KAH0569917.1
OG0000708	KAE8301598.1	TNJ27570.1	KAH0570614.1
OG0000709	KAE8301601.1	TNJ27559.1	KAH0570338.1
OG0000710	KAE8301602.1	TNJ27560.1	KAH0569463.1
OG0000711	KAE8301607.1	TNJ27537.1	KAH0577705.1
OG0000712	KAE8301608.1	TNJ27538.1	KAH0573321.1
OG0000713	KAE8301616.1	TNJ27526.1	KAH0571601.1
OG0000714	KAE8301617.1	TNJ27527.1	KAH0577496.1
OG0000715	KAE8301619.1	TNJ27529.1	KAH0573837.1
OG0000716	KAE8301625.1	TNJ27513.1	KAH0569841.1
OG0000717	KAE8301628.1	TNJ27514.1	KAH0573418.1
OG0000718	KAE8301629.1	TNJ27515.1	KAH0571275.1
OG0000719	KAE8301630.1	TNJ27516.1	KAH0570347.1
OG0000720	KAE8301631.1	TNJ27517.1	KAH0574524.1
OG0000721	KAE8301634.1	TNJ27542.1	KAH0575411.1
OG0000722	KAE8301635.1	TNJ27543.1	KAH0573190.1
OG0000723	KAE8301636.1, KAE8303572.1	TNJ27544.1	
OG0000724	KAE8301646.1	TNJ27548.1	KAH0576621.1
OG0000725	KAE8301647.1	TNJ26739.1	KAH0573745.1
OG0000726	KAE8301648.1	TNJ27510.1	KAH0572203.1
OG0000727	KAE8301649.1	TNJ27509.1	KAH0572181.1
OG0000728	KAE8301652.1	TNJ29513.1	KAH0576694.1
OG0000729	KAE8301655.1	TNJ29799.1	KAH0570202.1
OG0000730	KAE8301656.1	TNJ29507.1	KAH0571576.1
OG0000731	KAE8301657.1	TNJ29506.1	KAH0574436.1
OG0000732	KAE8301660.1	TNJ29505.1	KAH0575471.1
OG0000733	KAE8301666.1	TNJ29530.1	KAH0573312.1
OG0000734	KAE8301668.1	TNJ29533.1	KAH0576725.1
OG0000735	KAE8301672.1	TNJ27508.1	KAH0570583.1
OG0000736	KAE8301673.1	TNJ29509.1	KAH0570904.1
OG0000737	KAE8301679.1	TNJ29564.1	KAH0576458.1
OG0000738	KAE8301683.1	TNJ27027.1	KAH0577761.1
OG0000739	KAE8301684.1	TNJ27030.1	KAH0571608.1
OG0000740	KAE8301686.1	TNJ27031.1	KAH0575372.1
OG0000741	KAE8301687.1	TNJ27032.1	KAH0573800.1
OG0000742	KAE8301689.1	TNJ29539.1	KAH0576409.1
